PR_Number,PR_MU_Number,CWT_Code,Number_Released,Release_name,Hatchery_name,Stock_name,brood_year,StockID,Name
31,2,'040717,3919,AUKE CR 111-50,NA,AUKE CR,1994,240,M-niakhw
31,2,'040718,6082,AUKE CR 111-50,NA,AUKE CR,1995,240,M-niakhw
32,2,'040719,7754,DEEP INLET 113-41,MEDVEJIE,PLOTNIKOF LK 113-22,2002,242,M-noakhw
32,2,'040720,1308,CRESCENT BAY 113-41,SHELDON JACKSON,INDIAN R 113-41,2012,242,M-noakhw
32,2,'040721,560,CRESCENT BAY 113-41,SHELDON JACKSON,SHELDON JACKSON H,2000,242,M-noakhw
31,2,'040726,10949,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,2001,240,M-niakhw
31,2,'040727,10794,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,2001,240,M-niakhw
31,2,'040728,12236,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,2001,240,M-niakhw
31,2,'040729,12602,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,2001,240,M-niakhw
33,2,'040730,10861,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2001,244,M-siakhw
33,2,'040731,10984,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2001,244,M-siakhw
33,2,'040732,11006,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2001,244,M-siakhw
33,2,'040733,10979,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2001,244,M-siakhw
33,2,'040734,9309,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2001,244,M-siakhw
33,2,'040735,9205,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2001,244,M-siakhw
33,2,'040750,10762,HERRING COVE 101-45,WHITMAN LAKE,WHITMAN LAKE H,2001,244,M-siakhw
33,2,'040751,10989,HERRING COVE 101-45,WHITMAN LAKE,WHITMAN LAKE H,2001,244,M-siakhw
33,2,'040752,11166,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2001,244,M-siakhw
33,2,'040753,11137,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2001,244,M-siakhw
33,2,'040754,10905,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2001,244,M-siakhw
33,2,'040755,10988,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2001,244,M-siakhw
33,2,'040756,11085,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2001,244,M-siakhw
33,2,'040757,9443,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2001,244,M-siakhw
33,2,'040758,10816,ANITA BAY 107-30,WHITMAN LAKE,WHITMAN LAKE H,2001,244,M-siakhw
33,2,'040759,10654,ANITA BAY 107-30,WHITMAN LAKE,WHITMAN LAKE H,2001,244,M-siakhw
33,2,'040768,31408,WARD LK 101-47,DEER MOUNTAIN,KETCHIKAN CR,2001,244,M-siakhw
33,2,'040769,17836,KETCHIKAN CR 101-47,DEER MOUNTAIN,KETCHIKAN CR,2001,244,M-siakhw
34,2,'040772,90572,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,2001,246,M-soakhw
34,2,'040773,11403,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,2001,246,M-soakhw
34,2,'040774,11270,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,2001,246,M-soakhw
34,2,'040775,11351,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,2001,246,M-soakhw
34,2,'040776,11613,KLAWOCK R 103-60,KLAWOCK RIVER,KLAWOCK R,2001,246,M-soakhw
34,2,'040777,10684,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,2003,246,M-soakhw
34,2,'040778,10537,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,2003,246,M-soakhw
34,2,'040779,10049,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,2003,246,M-soakhw
32,2,'040780,4704,SALMON LK 113-41,NA,SALMON LK 113-41,2001,242,M-noakhw
31,2,'040783,8244,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2001,240,M-niakhw
31,2,'040784,12494,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2001,240,M-niakhw
31,2,'040785,12333,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2001,240,M-niakhw
33,2,'040786,11209,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2001,244,M-siakhw
33,2,'040787,10899,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2001,244,M-siakhw
33,2,'040788,11172,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2001,244,M-siakhw
33,2,'040789,10886,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2001,244,M-siakhw
33,2,'040790,10602,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2001,244,M-siakhw
33,2,'040791,9645,BURNETT INLET 106-22,BURNETT INLET,BURNETT INLET H,2001,244,M-siakhw
33,2,'040792,9629,BURNETT INLET 106-22,BURNETT INLET,BURNETT INLET H,2001,244,M-siakhw
31,2,'040793,14,DUCK CR 111-50,NA,DUCK CR 111-50,2001,240,M-niakhw
31,2,'040794,1367,DUCK CR 111-50,NA,DUCK CR 111-50,2002,240,M-niakhw
31,2,'040795,293,DUCK CR 111-50,NA,DUCK CR 111-50,2003,240,M-niakhw
31,2,'040796,4506,AUKE CR 111-50,NA,AUKE CR,2004,240,M-niakhw
31,2,'040798,9135,JORDAN CR 111-50,NA,JORDAN CR 111-50,2001,240,M-niakhw
31,2,'040799,9698,JORDAN CR 111-50,NA,JORDAN CR 111-50,2002,240,M-niakhw
31,2,'040801,3533,AUKE CR 111-50,NA,AUKE CR,2001,240,M-niakhw
33,2,'040805,8757,STIKINE R 108-40,NA,STIKINE R 108-40,2001,244,M-siakhw
33,2,'040808,10437,UNUK R 101-75,NA,UNUK R 101-75,2001,244,M-siakhw
33,2,'040809,4859,UNUK R 101-75,NA,UNUK R 101-75,2001,244,M-siakhw
33,2,'040811,3443,CHICKAMIN R 101-71,NA,CHICKAMIN R 101-71,2002,244,M-siakhw
32,2,'040814,8022,SITUK R 182-70,NA,SITUK R,2003,242,M-noakhw
30,2,'040815,5685,TAKU R 111-32,NA,TAKU R 111-32,2004,238,M-tranhw
32,2,'040817,9926,NAKWASINA R 113-43,NA,NAKWASINA R,2001,242,M-noakhw
32,2,'040818,2533,NAKWASINA R 113-43,NA,NAKWASINA R,2001,242,M-noakhw
32,2,'040819,3304,NAKWASINA R 113-43,NA,NAKWASINA R,2001,242,M-noakhw
31,2,'040820,10834,SLIPPERY CR 109-43,NA,SLIPPERY CR,2001,240,M-niakhw
31,2,'040821,8731,SLIPPERY CR 109-43,NA,SLIPPERY CR,2001,240,M-niakhw
31,2,'040822,5342,SLIPPERY CR 109-43,NA,SLIPPERY CR,2001,240,M-niakhw
34,2,'040823,11021,CHUCK CR 103-80,NA,CHUCK CR 103-80,2002,246,M-soakhw
31,2,'040825,10570,CHILKAT R 115-32,NA,CHILKAT R 115-32,2001,240,M-niakhw
31,2,'040826,10037,CHILKAT R 115-32,NA,CHILKAT R 115-32,2001,240,M-niakhw
31,2,'040827,3952,CHILKAT R 115-32,NA,CHILKAT R 115-32,2001,240,M-niakhw
31,2,'040829,9307,CHILKAT R 115-32,NA,CHILKAT R 115-32,2004,240,M-niakhw
31,2,'040830,7277,CHILKAT R 115-32,NA,CHILKAT R 115-32,2004,240,M-niakhw
30,2,'040831,9805,TAKU R 111-32,NA,TAKU R 111-32,2001,238,M-tranhw
30,2,'040832,6234,TAKU R 111-32,NA,TAKU R 111-32,2001,238,M-tranhw
30,2,'040833,11157,TAKU R 111-32,NA,TAKU R 111-32,2003,238,M-tranhw
30,2,'040834,8965,TAKU R 111-32,NA,TAKU R 111-32,2001,238,M-tranhw
30,2,'040835,7541,TAKU R 111-32,NA,TAKU R 111-32,2001,238,M-tranhw
30,2,'040836,10915,TAKU R 111-32,NA,TAKU R 111-32,2003,238,M-tranhw
33,2,'040838,11013,CHICKAMIN R 101-71,NA,CHICKAMIN R 101-71,2002,244,M-siakhw
33,2,'040839,10845,CHICKAMIN R 101-71,NA,CHICKAMIN R 101-71,2001,244,M-siakhw
32,2,'040844,4981,SALMON LK 113-41,NA,SALMON LK 113-41,2002,242,M-noakhw
32,2,'040846,4154,DEEP INLET 113-41,MEDVEJIE,PLOTNIKOF LK 113-22,2007,242,M-noakhw
32,2,'040848,72,SALMON LK 113-41,NA,SALMON LK 113-41,2012,242,M-noakhw
31,2,'040850,3001,CLIFF LK 109-10,HIDDEN FALLS,HIDDEN FALLS H,2012,240,M-niakhw
32,2,'040852,2040,BEAR COVE 113-41,MEDVEJIE,MEDVEJIE H,2003,242,M-noakhw
32,2,'040853,2035,BEAR COVE 113-41,MEDVEJIE,MEDVEJIE H,2003,242,M-noakhw
32,2,'040854,2048,BEAR COVE 113-41,MEDVEJIE,MEDVEJIE H,2003,242,M-noakhw
32,2,'040855,2042,BEAR COVE 113-41,MEDVEJIE,MEDVEJIE H,2003,242,M-noakhw
32,2,'040862,11071,CRESCENT BAY 113-41,SHELDON JACKSON,MEDVEJIE H,2004,242,M-noakhw
32,2,'040864,19818,SHAMROCK BAY 113-32,MEDVEJIE,MEDVEJIE H,2002,242,M-noakhw
32,2,'040865,5165,NAKWASINA R 113-43,NA,NAKWASINA R,2002,242,M-noakhw
32,2,'040866,2692,NAKWASINA R 113-43,NA,NAKWASINA R,2002,242,M-noakhw
32,2,'040867,1914,NAKWASINA R 113-43,NA,NAKWASINA R,2002,242,M-noakhw
33,2,'040872,2724,HUGH SMITH LK 101-30,NA,HUGH SMITH LK 101-30,2004,244,M-siakhw
32,2,'040873,8372,AHRNKLIN R 182-70,NA,AHRNKLIN RIVER,2002,242,M-noakhw
31,2,'040874,6862,BERNERS R 115-20,NA,BERNERS R 115-20,2002,240,M-niakhw
32,2,'040875,10437,FORD ARM LK 113-73,NA,FORD ARM LK 113-73,2003,242,M-noakhw
32,2,'040876,12931,FORD ARM LK 113-73,NA,FORD ARM LK 113-73,2010,242,M-noakhw
31,2,'040877,24047,BERNERS R 115-20,NA,BERNERS R 115-20,2003,240,M-niakhw
33,2,'040878,10973,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2002,244,M-siakhw
33,2,'040879,8749,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2002,244,M-siakhw
33,2,'040880,11271,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2002,244,M-siakhw
33,2,'040881,8983,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2002,244,M-siakhw
33,2,'040882,10322,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2002,244,M-siakhw
33,2,'040883,8822,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2002,244,M-siakhw
33,2,'040884,9901,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2002,244,M-siakhw
33,2,'040885,9958,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2002,244,M-siakhw
33,2,'040901,10774,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2002,244,M-siakhw
33,2,'040902,10907,HERRING COVE 101-45,WHITMAN LAKE,WHITMAN LAKE H,2002,244,M-siakhw
33,2,'040903,10692,HERRING COVE 101-45,WHITMAN LAKE,WHITMAN LAKE H,2002,244,M-siakhw
33,2,'040904,10295,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2002,244,M-siakhw
33,2,'040905,11080,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2002,244,M-siakhw
33,2,'040907,11070,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2002,244,M-siakhw
33,2,'040908,10694,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2002,244,M-siakhw
33,2,'040909,10796,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2002,244,M-siakhw
33,2,'040910,10961,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2002,244,M-siakhw
33,2,'040911,10882,ANITA BAY 107-30,WHITMAN LAKE,WHITMAN LAKE H,2002,244,M-siakhw
33,2,'040912,10852,ANITA BAY 107-30,WHITMAN LAKE,WHITMAN LAKE H,2002,244,M-siakhw
33,2,'040921,4342,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2002,244,M-siakhw
33,2,'040922,5262,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2002,244,M-siakhw
33,2,'040923,5207,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2002,244,M-siakhw
33,2,'040924,5672,BURNETT INLET 106-22,BURNETT INLET,BURNETT INLET H,2002,244,M-siakhw
33,2,'040925,5584,BURNETT INLET 106-22,BURNETT INLET,BURNETT INLET H,2002,244,M-siakhw
33,2,'040926,5108,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2002,244,M-siakhw
33,2,'040927,5341,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2002,244,M-siakhw
33,2,'040928,5390,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2002,244,M-siakhw
33,2,'040929,5271,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2002,244,M-siakhw
33,2,'040930,5268,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2002,244,M-siakhw
31,2,'040931,10384,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,2002,240,M-niakhw
31,2,'040932,15494,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,2002,240,M-niakhw
31,2,'040933,16047,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,2002,240,M-niakhw
34,2,'040939,90697,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,2002,246,M-soakhw
34,2,'040940,4079,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,2002,246,M-soakhw
34,2,'040941,10190,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,2003,246,M-soakhw
34,2,'040942,9958,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,2003,246,M-soakhw
34,2,'040943,10155,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,2003,246,M-soakhw
34,2,'040944,10137,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,2003,246,M-soakhw
33,2,'040946,23009,KETCHIKAN CR 101-47,DEER MOUNTAIN,KETCHIKAN CR,2002,244,M-siakhw
33,2,'040947,27417,WARD LK 101-47,DEER MOUNTAIN,KETCHIKAN CR,2002,244,M-siakhw
31,2,'040948,9580,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2002,240,M-niakhw
31,2,'040949,9858,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2002,240,M-niakhw
31,2,'040950,9730,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2002,240,M-niakhw
31,2,'040951,11292,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2002,240,M-niakhw
31,2,'040954,12876,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2002,240,M-niakhw
31,2,'040955,12387,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2002,240,M-niakhw
33,2,'040958,2160,STIKINE R 108-40,NA,STIKINE R 108-40,2002,244,M-siakhw
33,2,'040959,11326,STIKINE R 108-40,NA,STIKINE R 108-40,2003,244,M-siakhw
31,2,'040960,10335,CHILKAT R 115-32,NA,CHILKAT R 115-32,2002,240,M-niakhw
31,2,'040961,6944,CHILKAT R 115-32,NA,CHILKAT R 115-32,2002,240,M-niakhw
33,2,'040966,8987,CHICKAMIN R 101-71,NA,CHICKAMIN R 101-71,2002,244,M-siakhw
33,2,'040967,5588,CHICKAMIN R 101-71,NA,CHICKAMIN R 101-71,2002,244,M-siakhw
33,2,'040968,3071,CHICKAMIN R 101-71,NA,CHICKAMIN R 101-71,2003,244,M-siakhw
33,2,'040969,10657,CHICKAMIN R 101-71,NA,CHICKAMIN R 101-71,2003,244,M-siakhw
31,2,'040970,4550,AUKE CR 111-50,NA,AUKE CR,2002,240,M-niakhw
31,2,'040972,1787,JORDAN CR 111-50,NA,JORDAN CR 111-50,2002,240,M-niakhw
31,2,'040974,6057,JORDAN CR 111-50,NA,JORDAN CR 111-50,2003,240,M-niakhw
33,2,'040982,6202,CHICKAMIN R 101-71,NA,CHICKAMIN R 101-71,2004,244,M-siakhw
30,2,'040984,8937,TAKU R 111-32,NA,TAKU R 111-32,2007,238,M-tranhw
30,2,'040985,6451,TAKU R 111-32,NA,TAKU R 111-32,2009,238,M-tranhw
30,2,'040986,1884,TAKU R 111-32,NA,TAKU R 111-32,2011,238,M-tranhw
30,2,'040987,3526,TAKU R 111-32,NA,TAKU R 111-32,2011,238,M-tranhw
30,2,'040988,5597,TAKU R 111-32,NA,TAKU R 111-32,2007,238,M-tranhw
30,2,'040989,2037,TAKU R 111-32,NA,TAKU R 111-32,2012,238,M-tranhw
31,2,'040996,10833,CHILKAT R 115-32,NA,CHILKAT R 115-32,2008,240,M-niakhw
31,2,'040997,10921,CHILKAT R 115-32,NA,CHILKAT R 115-32,2008,240,M-niakhw
31,2,'040998,3950,CHILKAT R 115-32,NA,CHILKAT R 115-32,2008,240,M-niakhw
34,2,'041001,4306,CHUCK CR 103-80,NA,CHUCK CR 103-80,2002,246,M-soakhw
32,2,'041003,7157,NAKWASINA R 113-43,NA,NAKWASINA R,2003,242,M-noakhw
32,2,'041004,2083,NAKWASINA R 113-43,NA,NAKWASINA R,2003,242,M-noakhw
32,2,'041005,3748,NAKWASINA R 113-43,NA,NAKWASINA R,2003,242,M-noakhw
30,2,'041007,9022,TAKU R 111-32,NA,TAKU R 111-32,2002,238,M-tranhw
30,2,'041008,5602,TAKU R 111-32,NA,TAKU R 111-32,2003,238,M-tranhw
30,2,'041010,7094,TAKU R 111-32,NA,TAKU R 111-32,2002,238,M-tranhw
30,2,'041011,4848,TAKU R 111-32,NA,TAKU R 111-32,2003,238,M-tranhw
30,2,'041012,10974,TAKU R 111-32,NA,TAKU R 111-32,2004,238,M-tranhw
30,2,'041013,6607,TAKU R 111-32,NA,TAKU R 111-32,2004,238,M-tranhw
30,2,'041014,10851,TAKU R 111-32,NA,TAKU R 111-32,2004,238,M-tranhw
31,2,'041015,5565,CHILKAT R 115-32,NA,CHILKAT R 115-32,2004,240,M-niakhw
31,2,'041017,8466,SLIPPERY CR 109-43,NA,SLIPPERY CR,2002,240,M-niakhw
31,2,'041018,10629,SLIPPERY CR 109-43,NA,SLIPPERY CR,2002,240,M-niakhw
31,2,'041019,2779,SLIPPERY CR 109-43,NA,SLIPPERY CR,2002,240,M-niakhw
33,2,'041029,10687,BURNETT INLET 106-22,BURNETT INLET,BURNETT INLET H,2002,244,M-siakhw
32,2,'041031,354,FALSE ISLAND CR 113-51,NA,FALSE ISLD CR 113-51,2002,242,M-noakhw
32,2,'041032,53,APPLETON CR 113-54,NA,APPLETON CR 113-54,2002,242,M-noakhw
31,2,'041033,10408,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2003,240,M-niakhw
31,2,'041034,13679,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2003,240,M-niakhw
31,2,'041035,18062,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2003,240,M-niakhw
32,2,'041036,18437,SHAMROCK BAY 113-32,MEDVEJIE,MEDVEJIE H,2003,242,M-noakhw
32,2,'041043,11904,TAWAH CR 182-80,NA,TAWAH CR 182-80,2003,242,M-noakhw
32,2,'041044,7752,TAWAH CR 182-80,NA,TAWAH CR 182-80,2003,242,M-noakhw
33,2,'041045,11472,HUGH SMITH LK 101-30,NA,HUGH SMITH LK 101-30,2003,244,M-siakhw
31,2,'041046,9153,BERNERS R 115-20,NA,BERNERS R 115-20,2003,240,M-niakhw
32,2,'041047,8260,AHRNKLIN R 182-70,NA,AHRNKLIN RIVER,2003,242,M-noakhw
31,2,'041049,18970,BERNERS R 115-20,NA,BERNERS R 115-20,2005,240,M-niakhw
32,2,'041050,22517,AHRNKLIN R 182-70,NA,AHRNKLIN RIVER,2003,242,M-noakhw
31,2,'041051,10945,BERNERS R 115-20,NA,BERNERS R 115-20,2006,240,M-niakhw
33,2,'041052,18565,WARD LK 101-47,DEER MOUNTAIN,KETCHIKAN CR,2003,244,M-siakhw
33,2,'041055,10275,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2003,244,M-siakhw
33,2,'041056,10320,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2003,244,M-siakhw
33,2,'041057,10353,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2003,244,M-siakhw
33,2,'041058,11227,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2003,244,M-siakhw
33,2,'041059,3223,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2003,244,M-siakhw
33,2,'041060,11298,NECK LK 106-30,BURNETT INLET,BURNETT INLET H,2003,244,M-siakhw
33,2,'041061,10049,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2003,244,M-siakhw
33,2,'041062,10113,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2003,244,M-siakhw
33,2,'041064,9522,CRYSTAL CR 106-44,CRYSTAL LAKE,CRYSTAL CR,2003,244,M-siakhw
33,2,'041069,11302,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2003,244,M-siakhw
33,2,'041080,11086,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2003,244,M-siakhw
33,2,'041081,11079,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2003,244,M-siakhw
33,2,'041082,11127,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2003,244,M-siakhw
33,2,'041083,11175,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2003,244,M-siakhw
33,2,'041084,10352,HERRING COVE 101-45,WHITMAN LAKE,WHITMAN LAKE H,2003,244,M-siakhw
33,2,'041085,10626,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2003,244,M-siakhw
33,2,'041086,10584,HERRING COVE 101-45,WHITMAN LAKE,WHITMAN LAKE H,2003,244,M-siakhw
33,2,'041087,10652,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2003,244,M-siakhw
33,2,'041088,10522,NEETS BAY 101-90,NEETS BAY,WHITMAN LAKE H,2003,244,M-siakhw
33,2,'041089,10624,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2003,244,M-siakhw
33,2,'041090,10615,ANITA BAY 107-30,WHITMAN LAKE,WHITMAN LAKE H,2003,244,M-siakhw
33,2,'041091,10632,ANITA BAY 107-30,WHITMAN LAKE,WHITMAN LAKE H,2003,244,M-siakhw
33,2,'041092,10590,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2003,244,M-siakhw
33,2,'041093,10618,NAKAT INLET 101-10,WHITMAN LAKE,WHITMAN LAKE H,2003,244,M-siakhw
33,2,'041107,10764,BURNETT INLET 106-22,BURNETT INLET,BURNETT INLET H,2003,244,M-siakhw
33,2,'041108,10620,BURNETT INLET 106-22,BURNETT INLET,BURNETT INLET H,2003,244,M-siakhw
33,2,'041109,11347,BURNETT INLET 106-22,BURNETT INLET,BURNETT INLET H,2004,244,M-siakhw
33,2,'041110,10447,BURNETT INLET 106-22,BURNETT INLET,BURNETT INLET H,2004,244,M-siakhw
34,2,'041111,26384,KLAWOCK LK 103-60,KLAWOCK RIVER,KLAWOCK R,2003,246,M-soakhw
31,2,'041112,14607,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,2003,240,M-niakhw
31,2,'041113,14759,GASTINEAU CH 111-40,MACAULAY,MACAULAY H,2003,240,M-niakhw
31,2,'041119,11809,THANE NET PENS 111-40,MACAULAY,NA,2003,240,M-niakhw
31,2,'041120,11025,THANE NET PENS 111-40,MACAULAY,NA,2003,240,M-niakhw
31,2,'041121,4317,THANE NET PENS 111-40,MACAULAY,MACAULAY H,2003,240,M-niakhw
31,2,'041122,13139,THANE NET PENS 111-40,MACAULAY,NA,2003,240,M-niakhw
31,2,'041123,10408,THANE NET PENS 111-40,MACAULAY,NEETS BAY H,2003,240,M-niakhw
31,2,'041124,13321,THANE NET PENS 111-40,MACAULAY,NA,2003,240,M-niakhw
31,2,'041125,11729,THANE NET PENS 111-40,MACAULAY,NA,2003,240,M-niakhw
31,2,'041126,7477,THANE NET PENS 111-40,MACAULAY,HIDDEN FALLS H,2003,240,M-niakhw
31,2,'041127,17012,THANE NET PENS 111-40,MACAULAY,NA,2003,240,M-niakhw
33,2,'041128,3798,STIKINE R 108-40,NA,STIKINE R 108-40,2003,244,M-siakhw
33,2,'041129,387,STIKINE R 108-40,NA,STIKINE R 108-40,2003,244,M-siakhw
31,2,'041133,11002,CHILKAT R 115-32,NA,CHILKAT R 115-32,2003,240,M-niakhw
31,2,'041134,10236,CHILKAT R 115-32,NA,CHILKAT R 115-32,2003,240,M-niakhw
31,2,'041135,5083,CHILKAT R 115-32,NA,CHILKAT R 115-32,2003,240,M-niakhw
33,2,'041138,6131,CHICKAMIN R 101-71,NA,CHICKAMIN R 101-71,2003,244,M-siakhw
33,2,'041139,5186,CHICKAMIN R 101-71,NA,CHICKAMIN R 101-71,2003,244,M-siakhw
31,2,'041142,4287,AUKE CR 111-50,NA,AUKE CR,2003,240,M-niakhw
31,2,'041143,3815,AUKE CR 111-50,NA,AUKE CR,2006,240,M-niakhw
31,2,'041144,4656,AUKE CR 111-50,NA,AUKE LK 111-50,2007,240,M-niakhw
32,2,'041145,5289,NAKWASINA R 113-43,NA,NAKWASINA R,2004,242,M-noakhw
32,2,'041146,2441,NAKWASINA R 113-43,NA,NAKWASINA R,2004,242,M-noakhw
32,2,'041147,2914,NAKWASINA R 113-43,NA,NAKWASINA R,2004,242,M-noakhw
33,2,'041150,11222,STIKINE R 108-40,NA,STIKINE R 108-40,2005,244,M-siakhw
34,2,'041157,11053,CHUCK CR 103-80,NA,CHUCK CR 103-80,2005,246,M-soakhw
34,2,'041158,7758,CHUCK CR 103-80,NA,CHUCK CR 103-80,2003,246,M-soakhw
31,2,'041159,10498,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2003,240,M-niakhw
31,2,'041160,19728,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2003,240,M-niakhw
31,2,'041161,19745,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2003,240,M-niakhw
31,2,'041162,20435,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2003,240,M-niakhw
31,2,'041166,19017,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2003,240,M-niakhw
31,2,'041167,40473,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2003,240,M-niakhw
31,2,'041168,30033,PORT ARMSTRONG109-10,PORT ARMSTRONG,PORT ARMSTRONG H,2003,240,M-niakhw
31,2,'041173,12369,KASNYKU BAY 112-11,HIDDEN FALLS,HIDDEN FALLS H,2004,240,M-niakhw
32,2,'041177,9855,BEAR COVE 113-41,MEDVEJIE,PLOTNIKOF LK 113-22,2004,242,M-noakhw
32,2,'041180,10392,DEEP INLET 113-41,MEDVEJIE,PLOTNIKOF LK 113-22,2004,242,M-noakhw
